,CountyName,total_population,total_age_population,total_race_population,hispanic_or_latino,median_household_income,bachelors_degree,masters_degree,professional_degree,doctorate_degree,labor_force,unemployed,median_rent,median_home_value,same_house_1yr_ago,moved_from_same_state,moved_from_different_state,owner_occupied,renter_occupied,state_fips,county_fips
1041,"Hardin County, Kentucky",111452,111452,111452,7007,67608,11190,5634,1011,336,51142,3420,947,205900,93818,511,58,27100,16385,21,093
1042,"Harlan County, Kentucky",26185,26185,26185,40,37198,1137,949,180,60,8331,919,651,73100,23233,101,0,7437,3063,21,095
1043,"Harrison County, Kentucky",18971,18971,18971,420,63205,1586,961,74,29,8751,253,755,188900,16744,5,0,5095,2144,21,097
1044,"Hart County, Kentucky",19470,19470,19470,384,49653,794,568,45,6,8204,367,692,124600,17442,9,0,5323,1899,21,099
1045,"Henderson County, Kentucky",44493,44493,44493,1436,58239,3892,1607,329,89,20214,608,794,165700,39095,68,0,11872,6586,21,101
1046,"Henry County, Kentucky",15774,15774,15774,606,60736,1082,425,84,15,7232,280,871,181300,14307,20,0,4660,1487,21,103
1047,"Hickman County, Kentucky",4470,4470,4470,108,63750,291,142,13,24,1914,77,717,92300,4013,0,0,1226,414,21,105
1048,"Hopkins County, Kentucky",45143,45143,45143,1140,57610,2862,1627,495,237,19635,1261,841,128800,39249,44,0,13037,5132,21,107
1049,"Jackson County, Kentucky",13003,13003,13003,125,41410,594,252,90,0,4528,264,758,107000,11768,0,0,3998,1017,21,109
1050,"Jefferson County, Kentucky",777392,777392,777392,60873,67849,116188,56810,15243,9049,407856,19575,1097,237200,658377,4932,262,203618,125774,21,111
1051,"Jessamine County, Kentucky",53792,53792,53792,2467,74886,6308,3576,923,910,26521,850,994,245100,47543,202,39,13607,6038,21,113
1052,"Johnson County, Kentucky",22464,22464,22464,120,43014,1439,898,216,71,8295,392,698,125300,20071,0,0,5872,2971,21,115
1053,"Kenton County, Kentucky",169817,169817,169817,7758,79421,27996,11674,2733,1296,92721,3504,1018,227500,147990,798,93,47340,20253,21,117
1054,"Knott County, Kentucky",14046,14046,14046,120,37736,810,747,143,51,4876,567,731,74600,12766,9,4,3858,1590,21,119
1055,"Knox County, Kentucky",30034,30034,30034,365,33153,1425,899,204,240,9656,763,631,109200,27480,61,2,7425,3901,21,121
1056,"Larue County, Kentucky",15028,15028,15028,495,67770,787,734,74,45,6876,122,816,177500,12896,6,0,4514,1452,21,123
1057,"Laurel County, Kentucky",62731,62731,62731,1039,56999,3944,2448,435,360,27363,980,789,143400,55942,111,0,17041,6794,21,125
1058,"Lawrence County, Kentucky",16171,16171,16171,105,45584,940,476,128,54,5645,339,729,108100,14725,0,0,4690,1460,21,127
1059,"Lee County, Kentucky",7375,7375,7375,72,34182,324,82,0,10,2536,179,593,82100,6236,6,0,1955,651,21,129
1060,"Leslie County, Kentucky",10261,10261,10261,51,40176,482,174,73,32,3763,279,520,74100,9648,14,0,3228,681,21,131
1061,"Letcher County, Kentucky",21146,21146,21146,159,40501,1040,816,208,11,7406,432,651,70500,18906,21,4,6075,2292,21,133
1062,"Lewis County, Kentucky",13028,13028,13028,11,41632,575,338,43,70,4665,356,757,86100,11567,0,0,3875,1030,21,135
1063,"Lincoln County, Kentucky",24415,24415,24415,498,50862,1577,764,167,63,10316,784,730,139300,21820,2,0,7530,2154,21,137
1064,"Livingston County, Kentucky",8941,8941,8941,218,59713,497,318,67,15,4030,188,912,116300,8324,19,0,2829,673,21,139
1065,"Logan County, Kentucky",27731,27731,27731,937,61535,1965,1050,123,20,12460,604,719,151500,23801,112,1,8235,2687,21,141
1066,"Lyon County, Kentucky",8831,8831,8831,94,64464,649,314,103,83,3188,113,809,183600,7943,0,0,2704,611,21,143
1067,"McCracken County, Kentucky",67584,67584,67584,2210,62385,7991,3701,1193,414,31349,958,861,182900,60843,157,0,18397,8890,21,145
1068,"McCreary County, Kentucky",16905,16905,16905,296,37355,630,329,89,39,4974,115,588,77000,15225,3,3,4164,1431,21,147
1069,"McLean County, Kentucky",9127,9127,9127,186,70549,673,417,46,34,4080,269,602,145600,8334,3,0,2929,679,21,149
1070,"Madison County, Kentucky",94064,94064,94064,3180,62407,11953,6051,1006,1154,48175,2534,851,220700,77700,109,2,22915,13807,21,151
1071,"Magoffin County, Kentucky",11495,11495,11495,150,33632,367,518,68,116,3475,430,633,88300,10209,13,0,3539,1025,21,153
1072,"Marion County, Kentucky",19680,19680,19680,696,55404,868,595,235,5,8523,469,731,158700,17501,35,0,5866,1724,21,155
1073,"Marshall County, Kentucky",31728,31728,31728,600,63611,2887,1516,300,150,14365,534,773,173700,28212,78,0,10792,2358,21,157
1074,"Martin County, Kentucky",11181,11181,11181,213,46185,545,266,66,3,3047,181,441,84900,10211,20,0,3154,781,21,159
1075,"Mason County, Kentucky",16995,16995,16995,384,51473,1362,888,147,116,7534,365,724,157500,14517,18,0,4751,2176,21,161
1076,"Meade County, Kentucky",30032,30032,30032,1213,70163,2471,1222,110,56,14302,536,976,195000,26485,189,5,7902,2896,21,163
1077,"Menifee County, Kentucky",6203,6203,6203,154,44672,327,124,35,0,2386,117,634,111500,5606,9,0,1734,653,21,165
1078,"Mercer County, Kentucky",22824,22824,22824,730,63115,2162,1110,205,102,10536,301,802,189700,20110,0,0,7048,2089,21,167
1079,"Metcalfe County, Kentucky",10372,10372,10372,233,48572,510,297,136,0,4458,240,549,103100,8507,19,0,3195,1050,21,169
1080,"Monroe County, Kentucky",11318,11318,11318,500,49430,454,547,84,75,5158,215,629,116300,10038,102,0,3174,1412,21,171
1081,"Montgomery County, Kentucky",28271,28271,28271,942,57468,2264,1355,270,152,12887,527,796,163800,24624,6,0,7258,3692,21,173
1082,"Morgan County, Kentucky",13938,13938,13938,440,47493,917,687,149,54,4542,179,670,106000,12846,0,0,3714,1033,21,175
1083,"Muhlenberg County, Kentucky",30712,30712,30712,595,52672,1553,908,174,209,12872,523,712,121300,26940,50,6,9781,2156,21,177
1084,"Nelson County, Kentucky",47102,47102,47102,1278,67888,4613,2203,455,125,23052,705,932,224100,41849,166,29,14517,4270,21,179
1085,"Nicholas County, Kentucky",7655,7655,7655,78,53616,288,161,19,22,3253,233,654,119600,6998,0,0,1964,781,21,181
1086,"Ohio County, Kentucky",23704,23704,23704,1007,54369,1246,957,74,4,10214,530,774,113400,21535,98,0,7193,1962,21,183
1087,"Oldham County, Kentucky",68600,68600,68600,3301,121491,12008,6479,1554,851,34465,1153,1142,375000,60048,110,29,19774,2683,21,185
1088,"Owen County, Kentucky",11270,11270,11270,278,59706,1009,196,104,52,5351,280,775,165000,9646,0,0,3743,518,21,187
1089,"Owsley County, Kentucky",4021,4021,4021,0,31064,201,89,49,0,1388,157,551,79900,3430,0,0,1028,478,21,189
1090,"Pendleton County, Kentucky",14683,14683,14683,230,66601,1123,454,93,11,7064,345,800,160800,12950,0,0,3946,1387,21,191
1091,"Perry County, Kentucky",27847,27847,27847,90,45261,1211,963,413,192,10575,620,795,90700,23856,0,0,8152,3141,21,193
1092,"Pike County, Kentucky",57466,57466,57466,701,42179,3609,2120,625,224,20430,1258,837,104200,50331,60,0,18372,6077,21,195
1093,"Powell County, Kentucky",13057,13057,13057,179,39811,924,495,91,21,5274,375,743,142400,11334,0,0,3204,1425,21,197
1094,"Pulaski County, Kentucky",65503,65503,65503,1948,50943,4530,2887,696,196,28195,1477,835,156300,57485,88,20,18627,7293,21,199
1095,"Robertson County, Kentucky",2239,2239,2239,15,52337,144,35,26,0,760,65,543,123400,1675,0,0,596,195,21,201
1096,"Rockcastle County, Kentucky",16144,16144,16144,190,48367,675,641,187,71,6357,385,678,119300,14257,4,0,4911,1517,21,203
1097,"Rowan County, Kentucky",24525,24525,24525,543,53657,1805,1396,325,383,11711,508,815,155900,20788,1,0,5895,3450,21,205
1098,"Russell County, Kentucky",18117,18117,18117,791,50520,1029,606,242,99,7665,462,660,148200,16204,18,0,5300,1910,21,207
1099,"Scott County, Kentucky",58269,58269,58269,3192,83660,8138,3463,731,442,30522,1207,1181,264200,48268,95,8,15958,6161,21,209
1100,"Shelby County, Kentucky",48599,48599,48599,5239,82671,6646,3097,440,298,25110,715,998,277500,43673,162,48,13218,4632,21,211
1101,"Simpson County, Kentucky",19786,19786,19786,679,57392,1401,779,31,30,9369,370,1011,195700,17397,0,0,5097,2592,21,213
1102,"Spencer County, Kentucky",19875,19875,19875,510,98333,1912,983,139,50,10242,602,954,297600,17968,28,0,6117,945,21,215
1103,"Taylor County, Kentucky",26205,26205,26205,753,61871,2382,878,363,164,12929,652,691,163700,22867,61,8,6787,3258,21,217
1104,"Todd County, Kentucky",12330,12330,12330,624,57759,770,481,28,0,5313,182,841,157400,11532,0,0,3286,1148,21,219
1105,"Trigg County, Kentucky",14211,14211,14211,366,54630,1150,716,140,55,5829,240,802,192000,12705,36,8,4462,1550,21,221
1106,"Trimble County, Kentucky",8531,8531,8531,234,67813,531,302,28,24,3982,311,935,172700,7687,16,16,2687,590,21,223
1107,"Union County, Kentucky",13379,13379,13379,220,60989,726,283,59,42,5774,177,787,109000,11652,0,0,3679,1449,21,225
1108,"Warren County, Kentucky",137549,137549,137549,9543,64801,17406,7370,1979,1408,72555,3297,963,242600,108005,918,260,30740,23468,21,227
1109,"Washington County, Kentucky",12091,12091,12091,55,59762,972,571,40,14,5879,245,696,168300,10883,34,0,3634,1016,21,229
1110,"Wayne County, Kentucky",19592,19592,19592,861,41933,1090,666,116,59,7534,372,666,121700,17031,68,0,5779,2249,21,231
1111,"Webster County, Kentucky",12873,12873,12873,841,58786,710,284,39,66,5669,308,774,97600,11152,109,13,3592,1328,21,233
1112,"Whitley County, Kentucky",36755,36755,36755,712,41719,2195,1804,360,221,14318,742,720,120600,32071,24,7,9055,4515,21,235
1113,"Wolfe County, Kentucky",6484,6484,6484,102,29052,136,174,10,13,1784,282,507,66400,6119,7,0,1778,767,21,237
1114,"Woodford County, Kentucky",27017,27017,27017,1983,80006,4447,2475,514,390,14167,499,1000,270400,23821,68,39,7688,3055,21,239
1115,"Acadia Parish, Louisiana",57218,57218,57218,1802,45266,3666,809,218,378,24504,1913,725,146900,50661,12,7,14629,6900,22,001
1116,"Allen Parish, Louisiana",22552,22552,22552,1803,51138,1223,466,159,16,8734,1200,739,110800,18947,21,0,5885,1774,22,003
1117,"Ascension Parish, Louisiana",128593,128593,128593,10477,92266,15836,6209,1129,757,66510,3009,1283,265300,113234,346,0,38755,8018,22,005
1118,"Assumption Parish, Louisiana",20720,20720,20720,860,52546,1322,609,55,24,9454,462,801,141200,18686,91,0,7201,1219,22,007
1119,"Avoyelles Parish, Louisiana",39176,39176,39176,1494,39439,1789,785,248,83,15201,1027,739,120200,34299,174,0,9991,4549,22,009
1120,"Beauregard Parish, Louisiana",36646,36646,36646,1396,64995,2910,1308,112,38,15528,1158,882,164500,32165,39,3,11387,2304,22,011
1121,"Bienville Parish, Louisiana",12769,12769,12769,256,34992,880,266,60,8,4662,294,600,93600,11829,25,0,3831,1594,22,013
1122,"Bossier Parish, Louisiana",129134,129134,129134,10328,66336,14380,6990,1542,675,57201,3195,1168,215100,112472,586,43,32813,16848,22,015
1123,"Caddo Parish, Louisiana",232973,232973,232973,8531,50067,23675,11626,3261,1718,103862,8678,962,175900,200339,599,0,57563,37354,22,017
1124,"Calcasieu Parish, Louisiana",208668,208668,208668,10805,67849,22612,7912,1940,1865,97109,5373,1096,208500,179491,1262,81,55624,21371,22,019
1125,"Caldwell Parish, Louisiana",9563,9563,9563,253,44957,564,158,15,5,3818,377,756,106000,8823,30,10,2544,1142,22,021
1126,"Cameron Parish, Louisiana",5222,5222,5222,10,72500,318,155,64,7,2252,21,-666666666,183300,4768,17,0,1971,63,22,023
1127,"Catahoula Parish, Louisiana",8738,8738,8738,94,47753,618,308,9,91,3012,191,724,88000,7375,0,0,2337,739,22,025
1128,"Claiborne Parish, Louisiana",14019,14019,14019,471,31784,743,223,78,58,4201,204,619,82400,12992,14,0,3538,1481,22,027
1129,"Concordia Parish, Louisiana",18325,18325,18325,465,37349,1322,646,158,7,6239,732,774,102400,16025,366,110,4627,1948,22,029
1130,"De Soto Parish, Louisiana",26897,26897,26897,828,46077,1776,748,116,111,10806,664,719,150700,24460,10,0,7745,2548,22,031
1131,"East Baton Rouge Parish, Louisiana",452821,452821,452821,29827,63075,64592,29640,7590,6663,231321,17535,1121,241800,375038,2547,188,103597,71811,22,033
1132,"East Carroll Parish, Louisiana",7195,7195,7195,144,28321,444,66,8,5,2179,275,767,87400,5767,14,0,1504,1004,22,035
1133,"East Feliciana Parish, Louisiana",19378,19378,19378,379,72899,1636,577,202,33,7345,441,745,213700,17852,25,0,5480,1056,22,037
1134,"Evangeline Parish, Louisiana",32162,32162,32162,1428,42273,1975,535,79,57,13261,1448,663,118500,28501,643,166,7935,4305,22,039
1135,"Franklin Parish, Louisiana",19590,19590,19590,320,44103,1416,536,109,51,7611,743,719,117200,16503,0,0,5418,1933,22,041
1136,"Grant Parish, Louisiana",22123,22123,22123,1336,61112,1506,365,109,28,8244,373,806,135900,17902,1430,53,5907,1288,22,043
1137,"Iberia Parish, Louisiana",69194,69194,69194,3810,57811,4781,1440,271,170,30195,1849,891,156000,61692,32,0,18267,8602,22,045
1138,"Iberville Parish, Louisiana",29950,29950,29950,1440,57459,2380,976,64,107,12818,787,817,177100,26146,199,106,8355,2677,22,047
1139,"Jackson Parish, Louisiana",14939,14939,14939,486,43345,983,340,49,43,5332,307,719,107400,13406,165,66,3943,1659,22,049
1140,"Jefferson Parish, Louisiana",432484,432484,432484,78562,65246,57636,22168,7356,3761,218229,12843,1162,243500,379954,3312,293,110285,66701,22,051
1141,"Jefferson Davis Parish, Louisiana",32083,32083,32083,783,56500,1995,1049,118,50,13986,652,847,145000,28656,22,22,8934,2770,22,053
1142,"Lafayette Parish, Louisiana",245075,245075,245075,15847,67660,40252,11436,4156,1957,124487,6258,1022,234200,210339,739,36,65678,33679,22,055
1143,"Lafourche Parish, Louisiana",96670,96670,96670,5562,63439,9020,3126,496,826,44226,2411,933,190800,86014,217,32,29285,8112,22,057
1144,"LaSalle Parish, Louisiana",14804,14804,14804,1315,67077,1294,266,82,140,6649,508,576,137200,12985,20,9,4046,837,22,059
1145,"Lincoln Parish, Louisiana",48160,48160,48160,1753,38035,5189,3356,347,603,21560,891,821,195500,40718,80,0,9814,8527,22,061
1146,"Livingston Parish, Louisiana",145583,145583,145583,9095,78617,13790,4676,563,512,68443,2810,1102,218900,130787,365,95,41743,9619,22,063
1147,"Madison Parish, Louisiana",9757,9757,9757,239,37267,631,150,18,13,3105,159,625,90600,8526,27,25,1703,1317,22,065
1148,"Morehouse Parish, Louisiana",24967,24967,24967,405,36981,1397,593,108,47,10210,1008,795,108700,21642,34,9,6514,3265,22,067
1149,"Natchitoches Parish, Louisiana",37047,37047,37047,1434,46798,3336,1767,202,362,15728,973,767,163000,30437,198,23,8785,5323,22,069
1150,"Orleans Parish, Louisiana",376035,376035,376035,29855,55339,60434,32280,12884,6837,188830,14808,1211,296400,323441,1828,278,78376,76684,22,071
1151,"Ouachita Parish, Louisiana",158916,158916,158916,5668,51241,18310,7526,1797,1094,73153,4855,923,183000,138211,257,8,36178,24626,22,073
1152,"Plaquemines Parish, Louisiana",23070,23070,23070,2193,82874,2124,713,202,24,10687,481,1611,275800,21009,2,0,6057,2143,22,075
1153,"Pointe Coupee Parish, Louisiana",20438,20438,20438,676,59351,1584,462,154,39,9147,765,794,174500,18357,82,0,6353,1849,22,077
1154,"Rapides Parish, Louisiana",128470,128470,128470,5178,55946,12117,4584,1439,1073,57609,2813,942,179100,112532,204,15,31771,16889,22,079
1155,"Red River Parish, Louisiana",7529,7529,7529,133,44539,362,146,4,52,2879,92,731,103200,6909,0,0,2302,700,22,081
1156,"Richland Parish, Louisiana",19908,19908,19908,434,52960,1472,756,186,28,8333,700,836,124500,17899,34,0,4861,2390,22,083
1157,"Sabine Parish, Louisiana",22085,22085,22085,761,52047,1528,546,53,63,8168,534,664,129400,19698,18,0,6815,1670,22,085
1158,"St. Bernard Parish, Louisiana",44172,44172,44172,5988,57638,3282,1170,296,260,20031,1479,1083,192100,40501,15,0,11084,4719,22,087
1159,"St. Charles Parish, Louisiana",51863,51863,51863,4134,82172,6937,2071,352,195,26298,1646,1144,256800,45694,7,0,15397,3225,22,089
1160,"St. Helena Parish, Louisiana",10849,10849,10849,245,50193,711,113,14,43,4902,1044,802,106400,10054,3,0,3055,1046,22,091
1161,"St. James Parish, Louisiana",19797,19797,19797,372,64536,2075,573,61,92,9350,503,821,197800,18697,9,0,6355,1081,22,093
1162,"St. John the Baptist Parish, Louisiana",41342,41342,41342,3449,67418,3298,1412,211,233,20131,1820,1118,184000,38306,87,0,11890,3032,22,095
1163,"St. Landry Parish, Louisiana",82128,82128,82128,2338,45637,4986,1862,492,311,32821,1834,742,142900,74948,89,26,22159,9479,22,097
1164,"St. Martin Parish, Louisiana",51559,51559,51559,1746,53394,3870,1278,180,65,23814,1217,865,151000,46945,69,0,15744,4219,22,099
1165,"St. Mary Parish, Louisiana",48455,48455,48455,4536,51768,2907,1248,118,52,20673,1123,839,128000,42677,47,0,13064,5641,22,101
1166,"St. Tammany Parish, Louisiana",269331,269331,269331,21369,79277,43862,16603,4836,2318,132000,6352,1305,272200,233641,378,71,81413,21873,22,103
1167,"Tangipahoa Parish, Louisiana",135218,135218,135218,7511,57256,12994,4912,1079,698,61655,3279,974,204600,114750,146,19,35896,14295,22,105
1168,"Tensas Parish, Louisiana",3992,3992,3992,110,36074,216,77,48,38,1382,184,613,80300,3721,0,0,1134,495,22,107
1169,"Terrebonne Parish, Louisiana",107362,107362,107362,7369,64819,8274,3365,635,412,48599,2302,1010,189100,93998,209,0,30806,11035,22,109
1170,"Union Parish, Louisiana",20914,20914,20914,1172,45743,1764,293,283,29,8212,474,758,115400,19172,28,0,6274,1973,22,111
1171,"Vermilion Parish, Louisiana",57031,57031,57031,2378,57537,4857,1096,298,143,25074,1298,802,159700,50626,49,0,16272,5642,22,113
1172,"Vernon Parish, Louisiana",47764,47764,47764,4379,58281,4194,1238,178,123,16881,1042,1038,143500,39188,849,62,9901,7853,22,115
1173,"Washington Parish, Louisiana",45238,45238,45238,1425,42776,2632,1101,178,30,18068,1954,772,139400,38626,51,0,12247,5404,22,117
1174,"Webster Parish, Louisiana",36189,36189,36189,780,37396,2218,756,133,96,13523,737,777,105600,33431,84,0,10067,4694,22,119
1175,"West Baton Rouge Parish, Louisiana",27666,27666,27666,1235,87320,3330,912,164,76,13853,912,1021,225900,25394,0,0,7889,2511,22,121
1176,"West Carroll Parish, Louisiana",9622,9622,9622,349,48514,586,342,20,1,3897,150,692,97600,8885,0,0,2858,1017,22,123
1177,"West Feliciana Parish, Louisiana",15381,15381,15381,222,74277,1719,648,153,112,5892,351,998,263200,14332,0,0,3081,830,22,125
1178,"Winn Parish, Louisiana",13506,13506,13506,979,46368,1138,361,20,37,5077,216,640,102600,11841,545,79,3474,1409,22,127
1179,"Androscoggin County, Maine",112323,112323,112323,2373,67298,12348,4654,793,522,58666,2493,966,232000,98408,364,101,31410,15222,23,001
1180,"Aroostook County, Maine",67227,67227,67227,1059,54254,7765,2494,533,441,30411,1629,736,131700,60044,78,0,22080,7604,23,003
1181,"Cumberland County, Maine",305940,305940,305940,8305,92983,70012,32145,9630,5425,174247,5566,1492,411400,268817,1355,269,91485,38518,23,005
1182,"Franklin County, Maine",30145,30145,30145,471,58522,4289,1426,463,326,14907,792,759,176700,26272,41,0,9592,2865,23,007
1183,"Hancock County, Maine",56084,56084,56084,1004,69630,10506,4430,999,819,29051,1079,1000,278400,49257,130,40,19691,5301,23,009
1184,"Kennebec County, Maine",125614,125614,125614,2708,65062,17349,7284,1701,1709,63306,2566,952,219900,108926,236,19,39242,14694,23,011
1185,"Knox County, Maine",40860,40860,40860,734,71903,7721,3120,856,586,20238,787,1079,290800,36711,34,0,14120,3859,23,013
1186,"Lincoln County, Maine",35840,35840,35840,467,72026,6676,3176,680,544,17394,607,1003,306200,32536,57,4,13582,2619,23,015
1187,"Oxford County, Maine",58728,58728,58728,946,57933,6574,2850,391,235,28145,1339,807,192300,52228,121,0,19148,4546,23,017
1188,"Penobscot County, Maine",153571,153571,153571,2967,63248,20953,8831,1815,2183,77748,3175,997,193800,131917,531,44,45520,19249,23,019
1189,"Piscataquis County, Maine",17125,17125,17125,305,55234,2109,600,146,80,7661,314,807,153300,15218,34,0,6239,1872,23,021
1190,"Sagadahoc County, Maine",37093,37093,37093,733,82080,6784,3350,686,799,19852,906,1050,300200,32882,61,0,12579,3596,23,023
1191,"Somerset County, Maine",50852,50852,50852,737,56199,5488,1692,333,219,23656,920,887,155200,43806,108,0,17567,5170,23,025
1192,"Waldo County, Maine",40006,40006,40006,609,68441,5987,3281,706,457,19693,876,969,239100,36099,46,2,14141,3335,23,027
1193,"Washington County, Maine",31261,31261,31261,734,52237,3767,1410,357,244,13682,907,768,147100,27173,154,0,10919,3070,23,029
